territoire_code;territoire_name;territoire_type
54159;Dombasle-sur-Meurthe;8
19272;Tulle;8
35360;Vitré;8
67437;Saverne;8
44043;Clisson;8
72095;Coulaines;8
14762;Vire;8
07019;Aubenas;8
28280;Nogent-le-Rotrou;8
85109;Les Herbiers;8
61006;Argentan;8
44036;Châteaubriant;8
65417;Séméac;8
33227;Langon;8
63124;Cournon-d'Auvergne;8
74042;Bonneville;8
81060;Carmaux;8
35152;Liffré;8
50025;Avranches;8
76212;Darnétal;8
55029;Bar-le-Duc;8
54184;Essey-lès-Nancy;8
33366;Saint-André-de-Cubzac;8
56117;Locminé;8
70311;Luxeuil-les-Bains;8
81163;Mazamet;8
50502;Saint-Lô;8
22093;Lamballe;8
33433;Saint-Loubès;8
14738;Verson;8
37156;Montlouis-sur-Loire;8
85226;Saint-Hilaire-de-Riez;8
33234;Latresne;8
29124;Lesneven;8
53147;Mayenne;8
76057;Barentin;8
35095;Dol-de-Bretagne;8
79202;Parthenay;8
41194;Romorantin-Lanthenay;8
44110;Nort-sur-Erdre;8
16113;Couronne (La);8
50002;Agneaux;8
29046;Douarnenez;8
44047;Couëron;8
17274;Périgny;8
33051;Biganos;8
49301;Saint-Macaire-en-Mauges;8
60157;Clermont;8
24520;Sarlat-la-Canéda;8
35126;Guichen;8
37003;Amboise;8
29105;Landivisiau;8
64430;Orthez;8
50147;Coutances;8
74225;Rumilly;8
53062;Château-Gontier;8
44129;Pontchâteau;8
38509;La Tour-du-Pin;8
29058;Fouesnant;8
40284;Saint-Vincent-de-Tyrosse;8
76758;Yvetot;8
47201;Passage (Le);8
49331;Segré;8
22162;Paimpol;8
87114;Panazol;8
33402;Sainte-Foy-la-Grande;8
72154;La Flèche;8
28088;Châteaudun;8
88075;La Bresse;8
33312;Parempuyre;8
79081;Chauray;8
72065;Chapelle-Saint-Aubin (La);8
60360;Liancourt;8
07186;Privas;8
28220;Luisant;8
88209;Golbey;8
53097;Évron;8
42184;Riorges;8
10333;Saint-André-les-Vergers;8
86070;Chauvigny;8
67067;Brumath;8
81257;Saint-Juéry;8
17218;Marans;8
26057;Bourg-de-Péage;8
21171;Chevigny-Saint-Sauveur;8
35066;Chartres-de-Bretagne;8
49023;Beaupréau;8
61293;Mortagne-au-Perche;8
54397;Neuves-Maisons;8
69243;Tarare;8
17347;Saint-Jean-d'Angély;8
37233;Saint-Pierre-des-Corps;8
60382;Margny-lès-Compiègne;8
29158;Penmarch;8
80489;Longueau;8
45075;Chapelle-Saint-Mesmin (La);8
79049;Bressuire;8
50601;Torigni-sur-Vire;8
36046;La Châtre;8
87065;Feytiat;8
47195;Nérac;8
19123;Malemort-sur-Corrèze;8
44195;Savenay;8
69096;Grigny;8
64189;Ciboure;8
95476;Osny;8
59560;Seclin;8
82037;Caussade;8
72132;La Ferté-Bernard;8
56165;Ploërmel;8
79270;Saint-Maixent-l'École;8
35012;Bain-de-Bretagne;8
72003;Allonnes;8
85178;Le Poiré-sur-Vie;8
56184;Questembert;8
44154;Saint-Brevin-les-Pins;8
47310;Tonneins;8
85128;Luçon;8
44072;Herbignac;8
14167;Colombelles;8
01266;Montrevel-en-Bresse;8
50099;Carentan;8
44198;Sorinières (Les);8
85151;Mortagne-sur-Sèvre;8
56053;Elven;8
12089;Decazeville;8
72008;Arnage;8
44131;Pornic;8
29197;Plouhinec - Audierne;8
16167;Jarnac;8
67130;Erstein;8
44212;Vallet;8
62753;Saint-Laurent-Blangy;8
33140;Créon;8
85182;Pouzauges;8
87154;Saint-Junien;8
25527;Saint-Vit;8
17421;Saujon;8
50602;Tourlaville;8
03095;Cusset;8
37123;Langeais;8
88465;Thaon-les-Vosges;8
67021;Barr;8
87050;Couzeix;8
45302;Saran;8
59043;Bailleul;8
34114;Gignac;8
85051;Chantonnay;8
22389;Yffiniac;8
22266;Rostrenen;8
16028;Barbezieux-Saint-Hilaire;8
35210;Pacé;8
40279;Saint-Paul-lès-Dax;8
79079;Mauléon;8
68376;Wittenheim;8
49223;Mûrs-Erigné;8
43137;Monistrol-sur-Loire;8
49021;Beaufort-en-Vallée;8
76222;Duclair;8
85166;Olonne-sur-Mer;8
48095;Mende;8
44213;Varades;8
14488;Ouistreham;8
35068;Châteaubourg;8
39097;Champagnole;8
62004;Achicourt;8
58303;Varennes-Vauzelles;8
37132;Loches;8
03321;Yzeure;8
63063;Cébazat;8
85003;Aizenay;8
31451;Revel;8
28229;Mainvilliers;8
29259;Saint-Pol-de-Léon;8
13071;Pennes-Mirabeau (Les);8
17283;Pons;8
59152;Comines;8
62263;Dainville;8
45173;Jargeau;8
01289;Péronnas;8
68287;Rouffach;8
35188;Montfort-sur-Meu;8
16292;Ruffec;8
59367;Lys-lez-Lannoy;8
21390;Marsannay-la-Côte;8
24053;Boulazac;8
81105;Graulhet;8
18205;Saint-Doulchard;8
35136;Janzé;8
44015;Blain;8
30305;Salindres;8
68154;Illzach;8
45089;Chécy;8
65059;Bagnères-de-Bigorre;8
14437;Mondeville;8
49092;Chemillé-Melay;8
65460;Vic-en-Bigorre;8
89263;Monéteau;8
22004;Bégard;8
35069;Châteaugiron;8
22262;Quintin;8
35184;Montauban-de-Bretagne;8
44020;Bouguenais;8
66172;Saint-Estève;8
56010;Baud;8
59011;Annoeullin;8
35240;Le Rheu;8
40281;Saint-Pierre-du-Mont;8
42052;Charlieu;8
22215;Ploufragan;8
56185;Quéven;8
35196;Mordelles;8
41295;Vineuil;8
44187;Saint-Père-en-Retz;8
61168;La Ferté-Macé;8
44101;Montagne (La);8
56193;Riantec - Locmiquélic;8
46127;Gourdon;8
29241;Rosporden;8
71090;La Chapelle-de-Guinchay - Crêches-sur-Saône;8
88304;Mirecourt;8
41151;Montrichard;8
42110;Horme (L');8
42071;Coteau (Le);8
68269;Ribeauvillé;8
47032;Bon-Encontre;8
16154;Gond-Pontouvre;8
22362;Tréguier;8
86158;Migné-Auxances;8
10362;Sainte-Savine;8
53096;Ernée;8
67202;Hochfelden;8
61117;Condé-sur-Sarthe;8
76319;Grand-Couronne;8
44169;Saint-Julien-de-Concelles;8
16078;Champniers;8
21355;Longvic;8
59586;Templeuve;8
41059;Contres;8
35125;La Guerche-de-Bretagne;8
07349;La Voulte-sur-Rhône;8
83047;Crau (La);8
88181;Fraize;8
35337;Tinténiac;8
19276;Uzerche;8
59636;Wambrechies;8
40001;Aire-sur-l'Adour;8
49042;Brain-sur-l'Authion;8
29260;Saint-Renan;8
29195;Plouguerneau - Lannilis;8
86137;Loudun;8
45169;Ingré;8
12176;Onet-le-Château;8
68162;Kaysersberg;8
73213;Ravoire (La);8
33013;Artigues-près-Bordeaux;8
87001;Aixe-sur-Vienne;8
44018;Bouaye;8
86207;La Roche-Posay;8
59032;Aulnoy-lez-Valenciennes;8
17397;Saint-Savinien;8
84122;Sarrians;8
01043;Beynost;8
86041;Buxerolles;8
29075;Guipavas;8
56143;Muzillac;8
44113;Nozay;8
50484;Saint-Hilaire-du-Harcouët;8
87075;Isle;8
85059;La Châtaigneraie;8
22259;Quévert;8
63284;Pont-du-Château;8
67152;Geispolsheim;8
22194;Plestin-les-Grèves;8
50236;La Haye-du-Puits;8
22172;Plancoët;8
17197;Jonzac;8
35173;Melesse;8
49180;Longué-Jumelles;8
63193;Lempdes;8
49244;La Pommeraye;8
59431;Nieppe;8
26252;Portes-lès-Valence;8
33075;Bruges;8
49050;Brissac-Quincé;8
22360;Trégueux;8
49125;Doué-la-Fontaine;8
84141;Vedène;8
49214;Montreuil-Juigné;8
40119;Hagetmau;8
72180;Mamers;8
85060;Château-d'Olonne;8
24557;Trélissac;8
73064;Challes-les-Eaux;8
37159;Monts;8
72213;Mulsanne;8
17003;Aigrefeuille-d'Aunis;8
74182;Meythet;8
37104;Esvres;8
42094;Feurs;8
29024;Carhaix-Plouguer;8
82134;Nègrepelisse;8
33081;Cadillac;8
71342;Paray-le-Monial;8
57433;Maizières-lès-Metz;8
41198;Saint-Aignan;8
47004;Aiguillon;8
71105;Charnay-lès-Mâcon;8
32107;Condom;8
57663;Talange;8
86177;Neuville-de-Poitou;8
57540;Phalsbourg;8
85215;Saint-Fulgent;8
38337;Rives;8
56124;Malestroit;8
24372;Saint-Astier;8
81220;Rabastens;8
87126;Rochechouart;8
38412;Saint-Laurent-du-Pont;8
64256;Hasparren;8
33003;Ambarès-et-Lagrave;8
61464;Sées;8
87187;Saint-Yrieix-la-Perche;8
19153;Objat;8
16281;La Rochefoucauld;8
42305;Talaudière (La);8
32132;Fleurance;8
22007;Binic;8
51030;Ay;8
49063;Chalonnes-sur-Loire;8
42149;Montrond-les-Bains;8
85234;Saint-Jean-de-Monts;8
21515;Quetigny;8
29220;Pont-l'Abbé;8
56067;Grand-Champ;8
76402;Malaunay;8
38474;Sassenage;8
64160;Cambo-les-Bains;8
86294;Vouillé;8
40282;Saint-Sever;8
33096;Carbon-Blanc;8
41047;Chaussée-Saint-Victor (La);8
84088;Pernes-les-Fontaines;8
47031;Boé;8
81222;Réalmont;8
56177;Pluvigner;8
71475;Saint-Rémy;8
17291;Puilboreau;8
14225;Dives-sur-Mer;8
50615;Valognes;8
79062;Cerizay;8
64371;Mauléon-Licharre;8
35352;Vern-sur-Seiche;8
42330;Villars;8
35006;Argentré-du-Plessis;8
86078;Civray;8
79174;Melle;8
84080;Monteux;8
49323;Saint-Sylvain-d'Anjou;8
79179;Moncoutant;8
56240;Sarzeau;8
63164;Gerzat;8
56061;La Gacilly;8
17452;La Tremblade;8
56013;Belz;8
61145;Domfront;8
22020;Broons;8
29185;Plouescat;8
22143;Matignon;8
29160;Plabennec;8
64284;Jurançon;8
35049;Cancale;8
72054;Champagné;8
49313;Saint-Pierre-Montlimart;8
01093;Châtillon-sur-Chalaronne;8
44087;Machecoul;8
24067;Le Bugue;8
01451;Viriat;8
35253;Saint-Aubin-du-Cormier;8
86115;Jaunay-Clan;8
29026;Châteaulin;8
14191;Courseulles-sur-Mer;8
41167;Onzain;8
49018;Baugé-en-Anjou;8
34151;Marsillargues;8
64547;Ustaritz;8
56206;Saint-Avé;8
44172;Sainte-Luce-sur-Loire;8
47027;Bias;8
85084;Les Essarts;8
71543;Tournus;8
38239;Moirans;8
85152;La Mothe-Achard;8
46309;Souillac;8
74208;Passy;8
35297;Saint-Méen-le-Grand;8
01344;Saint-Denis-lès-Bourg;8
43268;Yssingeaux;8
44029;La Chapelle-Basse-Mer;8
29020;Briec;8
38517;Tullins;8
35024;Betton;8
81271;Saint-Sulpice;8
73010;Albens;8
76164;Caudebec-en-Caux;8
38524;Varces-Allières-et-Risset;8
26307;Saint-Jean-en-Royans;8
22324;Saint-Quay-Perros;8
36063;Déols;8
56166;Plouay;8
64499;Salies-de-Béarn;8
35023;Bédée;8
35001;Acigné;8
50394;Périers;8
47168;Miramont-de-Guyenne;8
50203;Glacerie (La);8
29027;Châteauneuf-du-Faou;8
39526;Tavaux;8
67365;Ostwald;8
53271;Villaines-la-Juhel;8
17219;Marennes;8
39368;Morez;8
35162;Louvigné-du-Désert;8
64062;Arudy;8
74123;Faverges;8
29069;Guilers;8
42316;Unieux;8
56091;Josselin;8
50076;Bréhal;8
56057;Le Faouët;8
17094;Châtelaillon-Plage;8
83054;Farlède (La);8
29061;Gouesnou;8
29150;Moëlan-sur-Mer;8
63214;Veyre-Monton;8
44210;Trignac;8
33067;Bourg;8
49347;Tiercé;8
56195;La Roche-Bernard;8
37226;Sainte-Maure-de-Touraine;8
49215;Montreuil-Bellay;8
24309;Neuvic;8
14514;Pont-l'Évêque;8
16291;Ruelle-sur-Touvre;8
53077;Cossé-le-Vivien;8
84043;Entraigues-sur-la-Sorgue;8
24299;Mussidan;8
69273;Corbas;8
35257;Saint-Brice-en-Coglès;8
56034;Carnac;8
35223;Plélan-le-Grand;8
76705;Tourville-la-Rivière;8
26313;Saint-Marcel-lès-Valence;8
50359;Mortain;8
39056;Bletterans;8
42189;Roche-la-Molière;8
59426;Neuville-en-Ferrain;8
39013;Arbois;8
33397;Sainte-Eulalie;8
69238;Saint-Symphorien-sur-Coise;8
85018;Beauvoir-sur-Mer;8
22206;Plouagat;8
43087;Dunières;8
42127;Mably;8
14117;Cabourg;8
80308;Feuquières-en-Vimeu - Fressenneville;8
32119;Eauze;8
79311;Secondigny;8
79048;La Crèche;8
50237;La Haye-Pesnel;8
53084;Craon;8
56251;Theix;8
79061;Celles-sur-Belle;8
85163;Noirmoutier-en-l'Île;8
49127;Durtal;8
49261;Les Rosiers-sur-Loire;8
56075;Guer;8
46330;Vayrac;8
59339;Leers;8
69276;Feyzin;8
49333;Seiches-sur-le-Loir;8
14754;Villers-sur-Mer;8
43224;Sainte-Sigolène;8
49183;Le Louroux-Béconnais;8
85288;Talmont-Saint-Hilaire;8
32296;Nogaro;8
46251;Saint-Céré;8
69248;Thizy-les-Bourgs;8
50003;Agon-Coutainville;8
85035;Bretignolles-sur-Mer;8
73171;Montmélian;8
46029;Biars-sur-Cère;8
17172;Gémozac;8
01134;Crottet - Pont-de-Veyle;8
81120;Labruguière;8
49345;Thouarcé;8
67458;Schweighouse-sur-Moder;8
76482;Offranville;8
24256;Marsac-sur-l'Isle;8
49267;Saint-Barthélemy-d'Anjou;8
87032;Châlus;8
86062;Chasseneuil-du-Poitou;8
12133;Luc-la-Primaube;8
19121;Lubersac;8
22121;Lanvollon;8
40233;Pouillon;8
42059;Chazelles-sur-Lyon;8
33334;Portets;8
16166;Isle-d'Espagnac (L');8
17010;Angoulins;8
69100;Irigny;8
29174;Plonéour-Lanvern;8
22186;Pléneuf-Val-André;8
29051;Ergué-Gabéric;8
35129;Guipry;8
61483;Bagnoles-de-l'Orne;8
70421;Port-sur-Saône;8
53107;Gorron;8
85135;Mareuil-sur-Lay-Dissais;8
44002;Aigrefeuille-sur-Maine;8
64140;Boucau;8
14712;Troarn;8
49248;Pouancé;8
50487;Saint-James;8
22251;Pordic;8
35004;Antrain;8
35168;Maure-de-Bretagne;8
53185;Pré-en-Pail;8
83091;Pierrefeu-du-Var;8
86293;Vivonne;8
53188;Renazé;8
49054;Candé;8
35189;Montgermont;8
56127;Mauron;8
22106;Langueux;8
53003;Ambrières-les-Vallées;8
44049;Croisic (Le);8
27469;Pont-de-l'Arche;8
61038;Bellême;8
29162;Pleyben;8
56036;Caudan;8
33527;Teich (Le);8
72068;La Chartre-sur-le-Loir;8
44211;La Turballe;8
35219;Pipriac;8
83099;Puget-sur-Argens;8
65304;Maubourguet;8
44223;Geneston;8
22147;Merdrignac;8
29004;Bannalec;8
13070;Penne-sur-Huveaune (La);8
22222;Plouha;8
34095;Fabrègues;8
17168;Fouras;8
22203;Ploeuc-sur-Lié;8
56164;Ploeren;8
29199;Plouigneau;8
40201;Mugron;8
29147;Mellac;8
19005;Allassac;8
40194;Montfort-en-Chalosse;8
69227;Saint-Martin-en-Haut;8
68155;Ingersheim;8
50551;Saint-Sauveur-le-Vicomte;8
29302;Pont-de-Buis-lès-Quimerch;8
33011;Arès;8
64233;Garlin;8
53127;Lassay-les-Châteaux;8
85294;La Tranche-sur-Mer;8
22046;Collinée;8
12148;Montbazens;8
49283;Saint-Georges-sur-Loire;8
32344;Riscle;8
33289;Monségur;8
56066;Gourin;8
43177;Saint-Didier-en-Velay;8
56158;Plescop;8
17019;Ars-en-Ré;8
43244;Tence;8
47086;Duras;8
64513;Sauveterre-de-Béarn;8
84069;Malaucène;8
22054;Erquy;8
85114;Jard-sur-Mer;8
74276;Taninges;8
24396;Saint-Cyprien;8
12033;Bozouls;8
81308;Valence-d'Albigeois;8
