territoire_code;territoire_name;territoire_type
30212;Remoulins;5
28404;Vernouillet;5
59014;Anzin;5
62516;Lillers;5
34199;Pézenas;5
59291;Hautmont;5
62040;Arques;5
50173;Équeurdreville-Hainneville;5
59051;Bassée (La);5
62215;Carvin;5
59092;Bouchain;5
13043;Gignac-la-Nerthe;5
33314;Pauillac;5
64410;Mourenx;5
62447;Hesdin;5
59205;Escaudain;5
62758;Saint-Martin-Boulogne;5
30227;Saint-Ambroix;5
55122;Commercy;5
62038;Ardres;5
88468;Le Thillot;5
33058;Blaye;5
07319;Teil (Le);5
24547;Terrasson-Lavilledieu;5
62318;Étaples;5
37031;Bourgueil;5
62473;Isbergues;5
03082;Commentry;5
13100;Saint-Rémy-de-Provence;5
62767;Saint-Pol-sur-Ternoise;5
30132;La Grand-Combe;5
34299;Sérignan;5
14333;Honfleur;5
62765;Saint-Omer;5
54099;Briey;5
30341;Vauvert;5
59383;Marly;5
04049;Château-Arnoux-Saint-Auban;5
62443;Hersin-Coupigny;5
13077;Port-de-Bouc;5
45053;Briare;5
44103;Montoir-de-Bretagne;5
59603;Trith-Saint-Léger;5
59571;Solesmes;5
84092;Pontet (Le);5
76484;Oissel;5
83130;Solliès-Pont;5
11106;Coursan;5
40184;Mimizan;5
89206;Joigny;5
63430;Thiers;5
38298;Péage-de-Roussillon (Le);5
62413;Harnes;5
59329;Lambres-lez-Douai;5
59112;Bruay-sur-l'Escaut;5
27016;Les Andelys;5
57209;Faulquemont;5
47252;Sainte-Livrade-sur-Lot;5
40046;Biscarrosse;5
57019;Amnéville;5
59136;Le Cateau-Cambrésis;5
59365;Louvroil;5
13039;Fos-sur-Mer;5
30141;Laudun-l'Ardoise;5
33352;La Réole;5
62617;Noeux-les-Mines;5
62057;Audruicq;5
33389;Saint-Ciers-sur-Gironde;5
66021;Bompas;5
60414;Montataire;5
13097;Saint-Martin-de-Crau;5
62893;Wimereux;5
88367;Rambervillers;5
57207;Farébersviller;5
80688;Rue;5
08190;Givet;5
80680;Rosières-en-Santerre;5
59170;Dechy;5
59616;Vieux-Condé;5
76305;Gonfreville-l'Orcher;5
62563;Mazingarbe;5
59234;Flers-en-Escrebieux;5
88516;Vittel;5
84137;Vaison-la-Romaine;5
62548;Marck;5
08090;Carignan;5
57206;Fameck;5
13014;Berre-l'Étang;5
80368;Friville-Escarbotin;5
34111;Ganges;5
34194;Paulhan;5
02361;Guise;5
83072;Lorgues;5
57628;Sarralbe;5
11397;Trèbes;5
59028;Auby;5
83019;Bormes-les-Mimosas - Le Lavandou;5
30258;Saint-Gilles;5
26324;Saint-Paul-Trois-Châteaux;5
11315;Rieux-Minervois;5
62907;Libercourt;5
59094;Bourbourg;5
88319;Moyenmoutier;5
34157;Mèze;5
26235;Pierrelatte;5
30010;Anduze;5
54039;Baccarat;5
34052;Capestang;5
54382;Mont-Saint-Martin;5
11379;Sigean;5
83049;Cuers;5
62051;Auchy-les-Mines;5
59491;Raismes;5
42183;Ricamarie (La);5
68256;Pfastatt;5
08328;Nouzonville;5
66171;Saint-Cyprien;5
83107;Roquebrune-sur-Argens;5
13026;Châteauneuf-les-Martigues;5
83042;Cogolin;5
59131;Cappelle-la-Grande;5
62083;Barlin;5
07042;Bourg-Saint-Andéol;5
76159;Cany-Barville;5
34213;Poussan;5
13081;Rognac;5
40197;Morcenx;5
59459;Petite-Forêt;5
57221;Florange;5
34300;Servian;5
62757;Saint-Martin-au-Laërt;5
62364;Fruges;5
02789;Vervins;5
57491;Moyeuvre-Grande;5
70120;Champagney - Ronchamp;5
57483;Morhange;5
13106;Septèmes-les-Vallons;5
90009;Beaucourt;5
30003;Aigues-Mortes;5
88114;Contrexéville;5
02558;Le Nouvion-en-Thiérache;5
62842;Vendin-le-Vieil;5
62624;Noyelles-Godault;5
68298;Sainte-Marie-aux-Mines;5
34023;Balaruc-les-Bains;5
62250;Courrières;5
83148;Vidauban;5
17241;Montguyon;5
62397;Guînes;5
63231;La Monnerie-le-Montel;5
88372;Raon-l'Étape;5
31523;Salies-du-Salat;5
71310;Montchanin;5
80721;Saint-Valery-sur-Somme;5
83071;La Londe-les-Maures;5
30155;Manduel;5
62637;Oignies;5
29217;Pont-Aven;5
62667;Portel (Le);5
62261;Cucq;5
34031;Bessan;5
34336;Villeneuve-lès-Béziers;5
33478;Saint-Seurin-sur-l'Isle;5
83119;Saint-Tropez;5
62297;Éperlecques - Watten;5
57474;Mondelange;5
57283;Hagondange;5
62361;Frévent;5
83081;Montauroux;5
83086;Muy (Le);5
59452;Ostricourt;5
76655;Saint-Valery-en-Caux;5
59331;Landrecies;5
31324;Martres-Tolosane;5
30221;Roquemaure;5
88095;Châtenois;5
24354;La Roche-Chalais - Saint-Aigulin;5
57683;Uckange;5
13078;Port-Saint-Louis-du-Rhône;5
02018;Pinon;5
34101;Florensac;5
13105;Sénas;5
30344;Vergèze;5
59309;Hondschoote;5
08363;Revin;5
34239;Saint-André-de-Sangonis;5
76341;Harfleur;5
40217;Parentis-en-Born;5
34150;Marseillan;5
31547;Seysses;5
08491;Vrigne-aux-Bois;5
83032;Carcès;5
80373;Gamaches;5
38012;Aoste;5
33514;Soulac-sur-Mer;5
84091;Piolenc;5
59212;Estaires;5
83121;Salernes;5
62249;Courcelles-lès-Lens;5
83004;Arcs (Les);5
59268;Gorgue (La);5
62528;Loos-en-Gohelle;5
83150;Vinon-sur-Verdon;5
08185;Fumay;5
13102;Saint-Victoret;5
57537;Petite-Rosselle;5
57666;Terville;5
85001;L'Aiguillon-sur-Mer;5
30037;Bessèges;5
30034;Bellegarde;5
66108;Millas;5
38022;Les Avenières;5
02141;La Capelle;5
26116;Donzère;5
08302;Monthermé;5
11266;Port-la-Nouvelle;5
84039;Courthézon;5
34332;Vias;5
16192;Roumazières-Loubert;5
84016;Bédarrides;5
49228;Noyant;5
08367;Rocroi;5
34162;Montagnac;5
67046;Bischwiller;6
68297;Saint-Louis;6
77305;Montereau-Fault-Yonne;6
25462;Pontarlier;6
77131;Coulommiers;6
01004;Ambérieu-en-Bugey;6
54323;Longwy;6
60395;Méru;6
91223;Étampes;6
68004;Altkirch;6
54580;Villerupt;6
77333;Nemours;6
38085;Charvieu-Chavagneux;6
60176;Crépy-en-Valois;6
91045;Ballancourt-sur-Essonne;6
08362;Rethel;6
78362;Mantes-la-Ville;6
02168;Château-Thierry;6
06083;Menton;6
27230;Ézy-sur-Eure;6
18197;Saint-Amand-Montrond;6
10343;Saint-Julien-les-Villas;6
77183;La Ferté-sous-Jouarre;6
26325;Saint-Rambert-d'Albon;6
57757;Yutz;6
77153;Dammartin-en-Goële;6
76312;Gournay-en-Bray;6
77379;Provins;6
14258;Falaise;6
77079;Champagne-sur-Seine;6
38261;Morestel;6
01034;Belley;6
02810;Villers-Cotterêts;6
27284;Gisors;6
17434;Surgères;6
80016;Albert;6
78335;Limay;6
62268;Desvres;6
74269;Seyssel;6
71445;Saint-Marcel;6
83116;Saint-Maximin-la-Sainte-Baume;6
21038;Auxonne;6
78029;Aubergenville;6
62080;Bapaume;6
30156;Marguerittes;6
68352;Neuf-Brisach;6
95250;Fosses;6
33036;Bazas;6
01033;Bellegarde-sur-Valserine;6
36088;Issoudun;6
60139;Chambly;6
27275;Gaillon;6
77053;Brie-Comte-Robert;6
27056;Bernay;6
45252;Pithiviers;6
25411;Morteau;6
67066;La Broque;6
71073;Chagny;6
24352;Ribérac;6
64417;Nay;6
57269;Guénange;6
74305;Ville-la-Grand;6
63050;Brassac-les-Mines;6
03101;Domérat;6
18213;Saint-Germain-du-Puy;6
77182;La Ferté-Gaucher;6
21617;Talant;6
71263;Louhans;6
01244;Meximieux;6
33108;Castillon-la-Bataille;6
57660;Stiring-Wendel;6
38315;Le Pont-de-Beauvoisin;6
80318;Flixecourt;6
54273;Jarny;6
78531;Rosny-sur-Seine;6
23176;La Souterraine;6
67028;Benfeld;6
03023;Bellerive-sur-Allier;6
63103;Châtel-Guyon;6
72071;Château-du-Loir;6
62588;Montreuil;6
62534;Lumbres;6
45315;Sully-sur-Loire;6
51250;Fismes;6
70285;Héricourt;6
33123;Cézac;6
57089;Bitche;6
25356;Maîche;6
89345;Saint-Florentin;6
77192;Fontenay-Trésigny;6
59015;Arleux;6
38013;Apprieu - Le Grand-Lemps;6
14174;Condé-sur-Noireau;6
76452;Montville;6
77470;Gretz-Armainvilliers;6
01305;Pont-de-Vaux;6
34147;Magalas;6
25578;Valdahon;6
45028;Beaugency;6
67474;Soultz-sous-Forêts;6
28015;Auneau;6
21292;Genlis;6
44188;Saint-Philbert-de-Grand-Lieu;6
72346;La Suze-sur-Sarthe;6
88090;Charmes;6
03118;Gannat;6
28140;Épernon;6
27103;Bourg-Achard;6
80561;Montdidier;6
77118;Claye-Souilly;6
70467;Saint-Loup-sur-Semouse;6
27679;Verneuil-sur-Avre;6
58059;La Charité-sur-Loire;6
42019;Boën-sur-Lignon;6
84072;Mazan;6
18141;Mehun-sur-Yèvre;6
57106;Bouzonville;6
67463;Seltz;6
60439;Mouy;6
74311;Viuz-en-Sallaz;6
27428;Le Neubourg;6
69006;Amplepuis;6
14752;Villers-Bocage;6
67388;Reichshoffen - Niederbronn-les-Bains;6
38001;Les Abrets;6
38034;Beaurepaire;6
62865;Vitry-en-Artois;6
39475;Saint-Amour;6
60103;Bresles;6
60500;Le Plessis-Belleville;6
26333;Saint-Vallier;6
27065;Beuzeville;6
77257;Lizy-sur-Ourcq;6
10268;Nogent-sur-Seine;6
28348;Saint-Lubin-des-Joncherets - Nonancourt;6
30321;Sommières;6
67434;Sarre-Union;6
54322;Longuyon;6
38344;Roussillon;6
45203;Meung-sur-Loire;6
72124;Écommoy;6
40224;Peyrehorade;6
31107;Carbonne;6
33498;Salles;6
95355;Magny-en-Vexin;6
68068;Dannemarie;6
77327;Nangis;6
11049;Bram;6
76647;Saint-Romain-de-Colbosc;6
27165;Conches-en-Ouche;6
60104;Breteuil;6
72090;Connerré;6
80212;Corbie;6
83064;Garéoult;6
45082;Châteauneuf-sur-Loire;6
31033;Auterive;6
76462;Neufchâtel-en-Bray;6
37115;Descartes;6
29178;Ploudalmézeau;6
77051;Bray-sur-Seine;6
89464;Villeneuve-sur-Yonne;6
60223;Estrées-Saint-Denis;6
68375;Wittelsheim;6
71230;Gueugnon;6
51506;Saint-Memmie;6
67372;Pfaffenhoffen;6
95052;Beaumont-sur-Oise;6
57097;Boulay-Moselle;6
38384;Saint-Étienne-de-Saint-Geoirs;6
87011;Bellac;6
42182;Renaison;6
06149;Trinité (La);6
45224;Neuville-aux-Bois;6
37063;Château-Renault;6
58117;Fourchambault;6
31499;Saint-Lys;6
88078;Bruyères;6
73270;Saint-Pierre-d'Albigny;6
68226;Munster;6
06090;Pégomas;6
21464;Nuits-Saint-Georges;6
45115;Courtenay;6
25047;Baume-les-Dames;6
01194;Jassans-Riottier;6
27116;Brionne;6
49373;Vihiers;6
38130;La Côte-Saint-André;6
83055;Fayence;6
59663;Wormhout;6
60581;Saint-Just-en-Chaussée;6
01262;Montluel;6
50639;Villedieu-les-Poêles;6
45004;Amilly;6
28279;Nogent-le-Roi;6
63040;Billom;6
54563;Vézelise;6
24294;Montpon-Ménestérol;6
80630;Poix-de-Picardie;6
40273;Saint-Martin-de-Seignanx;6
51217;Dormans;6
01269;Nantua;6
17449;Tonnay-Charente;6
76034;Auffay;6
77458;Souppes-sur-Loing;6
38399;Saint-Jean-de-Bournay;6
28227;Maintenon;6
36031;Buzançais;6
35085;Combourg;6
67222;Ingwiller;6
31135;Cazères;6
10003;Aix-en-Othe;6
76196;Criquetot-l'Esneval;6
77330;Nanteuil-lès-Meaux;6
38138;Crémieu;6
41106;Lamotte-Beuvron;6
03254;Saint-Pourçain-sur-Sioule;6
33104;Castelnau-de-Médoc;6
68201;Masevaux;6
80570;Moreuil;6
72269;Saint-Calais;6
60188;Trosly-Breuil;6
67544;Wissembourg;6
80606;Oisemont;6
44067;Guémené-Penfao;6
40313;Tartas;6
01202;Lagnieu;6
54425;Piennes;6
71176;Digoin;6
14478;Orbec;6
57032;Ars-sur-Moselle;6
25315;L'Isle-sur-le-Doubs;6
18015;Aubigny-sur-Nère;6
31582;Villefranche-de-Lauragais;6
45146;La Ferté-Saint-Aubin;6
21607;Seurre;6
27051;Beaumont-le-Roger;6
59580;Steenvoorde;6
45030;Beaune-la-Rolande;6
85156;Moutiers-les-Mauxfaits;6
44186;Sainte-Pazanne;6
69024;Le Bois-d'Oingt;6
49080;Châteauneuf-sur-Sarthe;6
26301;Saint-Donat-sur-l'Herbasse;6
19028;Bort-les-Orgues;6
18207;Saint-Florent-sur-Cher;6
83092;Carnoules;6
95370;Marines;6
28061;Brou;6
41136;Mer;6
27246;Fleury-sur-Andelle;6
38247;Montalieu-Vercieu;6
31454;Rieumes;6
25463;Pont-de-Roide;6
76035;Aumale;6
76302;Goderville;6
57132;Château-Salins;6
35239;Retiers;6
59053;Bavay;6
37027;Bléré;6
84132;Thor (Le);6
31118;Castelnau-d'Estrétefonds;6
70561;Villersexel;6
67550;Woerth;6
21554;Saint-Jean-de-Losne;6
71120;Chauffailles;6
28214;La Loupe;6
60286;Grandvilliers;6
03102;Dompierre-sur-Besbre;6
63195;Lezoux;6
67520;Wasselonne;6
45085;Châtillon-Coligny;6
68292;Saint-Amarin;6
76258;Fauville-en-Caux;6
56073;Guémené-sur-Scorff;6
74043;Bons-en-Chablais;6
13074;Peyrolles-en-Provence;6
60584;Saint-Leu-d'Esserent;6
17131;Cozes;6
28089;Châteauneuf-en-Thymerais;6
27226;Étrépagny;6
76276;Forges-les-Eaux;6
70198;Dampierre-sur-Salon;6
18241;Sancerre;6
14020;Argences;6
82190;Verdun-sur-Garonne;6
54076;Blainville-sur-l'Eau;6
28199;Janville;6
42011;Balbigny;6
76400;Luneray;6
02305;Fère-en-Tardenois;6
76101;Blangy-sur-Bresle;6
71133;La Clayette;6
89309;Pont-sur-Yonne;6
17240;Montendre;6
86139;Lusignan;6
28116;Courville-sur-Eure;6
57556;Puttelange-aux-Lacs;6
69018;Beaujeu;6
50410;Pontorson;6
49176;Le Lion-d'Angers;6
70447;Rioz;6
86128;Lencloître;6
67281;Marckolsheim;6
41232;Salbris;6
31584;Villemur-sur-Tarn;6
02163;Charly-sur-Marne;6
94060;Queue-en-Brie (La);6
44161;Saint-Gildas-des-Bois;6
04143;Oraison;6
28051;Bonneval;6
16106;Confolens;6
77393;Rozay-en-Brie;6
76219;Doudeville;6
57589;Rohrbach-lès-Bitche;6
16073;Chalais;6
41149;Montoire-sur-le-Loir;6
45191;Malesherbes;6
39500;Salins-les-Bains;6
63457;Vic-le-Comte;6
72039;Bonnétable;6
13075;Plan-de-Cuques;6
44051;Derval;6
81219;Puylaurens;6
83120;Saint-Zacharie;6
14431;Mézidon-Canon;6
67507;Villé;6
59135;Cassel;6
77317;Mormant;6
52353;Nogent;6
45145;Ferrières-en-Gâtinais;6
28422;Voves;6
16206;Mansle;6
01457;Vonnas;6
72138;Fresnay-sur-Sarthe;6
37014;Azay-le-Rideau;6
60245;Formerie;6
60178;Crèvecoeur-le-Grand;6
71419;Saint-Germain-du-Bois;6
89419;Toucy;6
29274;Scaër;6
71047;Bourbon-Lancy;6
83141;Trans-en-Provence;6
27112;Breteuil;6
39128;Chaussin;6
57650;Sierck-les-Bains;6
50082;Bricquebec;6
50562;Saint-Vaast-la-Hougue;6
59317;Houplines;6
87161;Saint-Léonard-de-Noblat;6
02795;Vic-sur-Aisne;6
60533;Ressons-sur-Matz;6
41242;Selles-sur-Cher;6
14689;Thury-Harcourt;6
62045;Aubigny-en-Artois;6
62063;Avesnes-le-Comte;6
57572;Rémilly;6
91016;Angerville;6
86140;Lussac-les-Châteaux;6
14654;Saint-Pierre-sur-Dives;6
82079;Labastide-Saint-Pierre;6
91207;Égly;6
69220;Saint-Laurent-de-Chamousset;6
14342;Isigny-sur-Mer;6
89003;Aillant-sur-Tholon;6
37167;Neuillé-Pont-Pierre;6
89368;Saint-Sauveur-en-Puisaye;6
61486;Tinchebray;6
27493;Romilly-sur-Andelle;6
28196;Illiers-Combray;6
87106;Nexon;6
87002;Ambazac;6
37119;L' Île-Bouchard;6
67105;Drulingen;6
44081;Legé;6
45187;Lorris;6
16085;Chasseneuil-sur-Bonnieure;6
01348;Saint-Didier-sur-Chalaronne - Thoissey;6
62060;Auxi-le-Château;6
31106;Caraman;6
2B120;Furiani;6
82125;Montech;6
09185;Mazères;6
41025;Bracieux;6
43012;Aurec-sur-Loire;6
24167;Eymet;6
27507;Saint-André-de-l'Eure;6
79101;Coulonges-sur-l'Autize;6
36045;Châtillon-sur-Indre;6
33327;Podensac;6
29053;Le Faou;6
45258;Puiseaux;6
73330;Yenne;6
52550;Wassy;6
86082;Couhé;6
02468;Marle;6
31066;Bessières;6
34113;Gigean;6
28103;Cloyes-sur-le-Loir;6
14370;Le Molay-Littry;6
14027;Aunay-sur-Odon;6
09167;Lézat-sur-Lèze;6
60143;Chaumont-en-Vexin;6
37139;Luynes;6
76146;Buchy;6
01443;Villars-les-Dombes;6
71275;Marcigny;6
61508;Vimoutiers;6
03298;Varennes-sur-Allier;6
16223;Montbron;6
72089;Conlie;6
37196;Richelieu;6
50031;Barneville-Carteret;6
72176;Le Lude;6
63210;Maringues;6
34088;Cournonterral;6
76752;Yerville;6
45031;Bellegarde - Quiers-sur-Bézonde;6
16286;Rouillac;6
86160;Mirebeau;6
47051;Castelculier;6
71512;Sennecey-le-Grand;6
72231;Parigné-l'Évêque;6
70292;Jussey;6
16070;Chabanais;6
72373;Vibraye;6
80799;Villers-Bretonneux;6
16090;Châteauneuf-sur-Charente;6
18108;La Guerche-sur-l'Aubois;6
72029;Beaumont-sur-Sarthe;6
86103;Gençay;6
14371;Livarot;6
27198;Damville;6
77100;Le Châtelet-en-Brie;6
36034;Chabris;6
63285;Pontgibaud;6
13084;La Roque-d'Anthéron;6
63349;Saint-Georges-de-Mons;6
72143;Le Grand-Lucé;6
70334;Marnay;6
67061;Bouxwiller;6
36228;Valençay;6
50074;Brécey;6
31202;Fronton;6
50041;Beaumont-Hague;6
42165;Panissières;6
37130;Ligueil;6
89068;Chablis;6
38468;Salaise-sur-Sanne;6
44180;Saint-Mars-la-Jaille;6
42023;Bourg-Argental;6
63291;Puy-Guillaume;6
89086;Charny;6
61181;Gacé;6
71158;Cuisery;6
59375;Marchiennes;6
87014;Bessines-sur-Gartempe;6
77088;La Chapelle-la-Reine;6
72168;Loué;6
76648;Saint-Saëns;6
90052;Giromagny;6
91659;Villabé;6
33506;Sauveterre-de-Guyenne;6
17024;Aulnay;6
87040;Châteauneuf-la-Forêt;6
77437;Saint-Soupplets;6
71192;Étang-sur-Arroux;6
50341;Montebourg;6
71351;Pierre-de-Bresse;6
64416;Navarrenx;6
63001;Aigueperse;6
45083;Château-Renard;6
03236;Saint-Germain-des-Fossés;6
12120;Laissac;6
85223;Sainte-Hermine;6
31098;Cadours;6
76051;Bacqueville-en-Caux;6
22207;Plouaret;6
79307;Sauzé-Vaussais;6
64453;Pontacq;6
47324;Villeréal;6
59239;Flines-lez-Raches;6
58264;Saint-Pierre-le-Moûtier;6
79184;La Mothe-Saint-Héray;6
52093;Chalindrey;6
79057;Brioux-sur-Boutonne;6
83104;Rians;6
50582;Sourdeval;6
72189;Marolles-les-Braults;6
18109;Henrichemont;6
31396;Nailloux;6
28373;Senonches;6
87041;Châteauponsac;6
50539;Saint-Pierre-Église;6
83106;Rocbaron;6
60589;Saint-Maximin;6
61230;Longny-au-Perche;6
2A004;Ajaccio;7
46042;Cahors;7
52121;Chaumont;7
55545;Verdun;7
06048;Contes;7
06033;Carros;7
46102;Figeac;7
12300;Villefranche-de-Rouergue;7
36006;Argenton-sur-Creuse;7
39478;Saint-Claude;7
71014;Autun;7
58095;Decize;7
89025;Avallon;7
88321;Neufchâteau;7
09261;Saint-Girons;7
70279;Gray;7
10034;Bar-sur-Seine;7
73248;Saint-Jean-de-Maurienne;7
11206;Limoux;7
23008;Aubusson;7
52269;Langres;7
12208;Saint-Affrique;7
21317;Is-sur-Tille;7
2B050;Calvi;7
58079;Clamecy;7
82186;Valence;7
15187;Saint-Flour;7
19275;Ussel;7
21154;Châtillon-sur-Seine;7
08490;Vouziers;7
52250;Joinville;7
31390;Montréjeau;7
65258;Lannemezan;7
07331;Vals-les-Bains;7
51507;Sainte-Menehould;7
2B123;Ghisonaccia;7
2B096;Corte;7
36018;Le Blanc;7
48140;Saint-Chély-d'Apcher;7
24311;Nontron;7
89418;Tonnerre;7
55502;Stenay;7
15120;Mauriac;7
10033;Bar-sur-Aube;7
34142;Lodève;7
38269;La Mure;7
71137;Cluny;7
63003;Ambert;7
55427;Revigny-sur-Ornain;7
43040;Brioude;7
04088;Forcalquier;7
04209;Sisteron;7
24223;Lalinde;7
51535;Sézanne;7
55463;Saint-Mihiel;7
48080;Langogne;7
19073;Égletons;7
2A249;Propriano;7
55291;Ligny-en-Barrois;7
26220;Nyons;7
21425;Montbard;7
24164;Excideuil;7
06099;Puget-Théniers;7
47052;Casteljaloux;7
64485;Saint-Jean-Pied-de-Port;7
48092;Marvejols;7
86165;Montmorillon;7
30350;Le Vigan;7
32256;Mirande;7
79005;Airvault;7
39434;Poligny;7
63125;Courpière;7
57177;Dieuze;7
25434;Ornans;7
03138;Lapalisse;7
05132;Saint-Bonnet-en-Champsaur;7
66088;Ille-sur-Têt;7
12138;Marcillac-Vallon;7
43112;Langeac;7
10006;Arcis-sur-Aube;7
17224;Matha;7
21603;Semur-en-Auxois;7
12096;Espalion;7
63338;Saint-Éloy-les-Mines;7
12197;Réquista;7
15122;Maurs;7
05179;Veynes;7
10064;Brienne-le-Château;7
21584;Saulieu;7
24551;Thiviers;7
46128;Gramat;7
09306;Tarascon-sur-Ariège;7
53152;Meslay-du-Maine;7
32462;Vic-Fezensac;7
46225;Prayssac;7
18087;Dun-sur-Auron;7
24064;Brantôme;7
07132;Largentière;7
07064;Le Cheylard;7
64493;Saint-Palais;7
55181;Étain;7
2A130;Grosseto-Prugna;7
26113;Die;7
05070;Laragne-Montéglin;7
01185;Hauteville-Lompnes;7
04166;Riez;7
39154;Clairvaux-les-Lacs;7
58083;Corbigny;7
38052;Le Bourg-d'Oisans;7
51380;Montmirail;7
07129;Lamastre;7
43080;Craponne-sur-Arzon;7
18057;Châteaumeillant;7
82087;Lafrançaise;7
83012;Barjols;7
45248;Patay;7
69066;Cours-la-Ville;7
82013;Beaumont-de-Lomagne;7
66003;Amélie-les-Bains-Palalda;7
30210;Quissac;7
19010;Argentat;7
51388;Mourmelon-le-Grand;7
46201;Montcuq;7
07334;Les Vans;7
63047;La Bourboule;7
11304;Quillan;7
23013;Auzances;7
23030;Bourganeuf;7
24291;Montignac;7
06130;Saint-Vallier-de-Thiey;7
21501;Pouilly-en-Auxois;7
32147;Gimont;7
18242;Sancoins;7
21663;Venarey-les-Laumes;7
40134;Labouheyre;7
15138;Murat;7
79195;Nueil-les-Aubiers;7
09194;Mirepoix;7
42204;Saint-Bonnet-le-Château;7
23031;Boussac;7
72334;Sillé-le-Guillaume;7
09282;Saverdun;7
71106;Charolles;7
2B037;Biguglia;7
73157;Modane;7
31080;Boulogne-sur-Gesse;7
12056;Baraqueville;7
15162;Riom-ès-Montagnes;7
52060;Bourbonne-les-Bains;7
87059;Le Dorat;7
03084;Cosne-d'Allier;7
51612;Vertus;7
34284;Saint-Pons-de-Thomières;7
21023;Arnay-le-Duc;7
40245;Roquefort;7
40331;Villeneuve-de-Marsan;7
30263;Saint-Hippolyte-du-Fort;7
22025;Callac;7
29081;Huelgoat;7
05065;Guillestre;7
07330;Vallon-Pont-d'Arc;7
11129;Espéraza;7
36093;Levroux;7
71417;Saint-Gengoux-le-National;7
32096;Cazaubon;7
23076;Évaux-les-Bains;7
48061;Florac;7
58182;Moulins-Engilbert;7
32208;Lectoure;7
04019;Barcelonnette;7
79083;Chef-Boutonne;7
51248;Fère-Champenoise;7
81124;Lacaune;7
51559;Suippes;7
58134;Imphy;7
52331;Montier-en-Der;7
47057;Castillonnès;7
24035;Belvès;7
58062;Château-Chinon (Ville);7
32249;Mauvezin;7
63010;Arlanc;7
31239;L' Isle-en-Dodon;7
26114;Dieulefit;7
47175;Monflanquin;7
03165;Le Mayet-de-Montagne;7
32242;Masseube;7
05006;L'Argentière-la-Bessée;7
12198;Rieupeyroux;7
07110;Joyeuse;7
23075;Dun-le-Palestel;7
03186;Montmarault;7
41143;Mondoubleau;7
12169;Naucelle;7
52332;Val-de-Meuse;7
64331;Lembeye;7
26063;Buis-les-Baronnies;7
84123;Sault;7
86112;L' Isle-Jourdain;7
03036;Bourbon-l'Archambault;7
07201;Ruoms;7
83007;Aups;7
81037;Brassac;7
58149;Luzy;7
39487;Saint-Laurent-en-Grandvaux;7
04094;Gréoux-les-Bains;7
48034;La Canourgue;7
18003;Les Aix-d'Angillon;7
07338;Vernoux-en-Vivarais;7
12270;Sévérac-le-Château;7
19138;Meyssac;7
15119;Massiac;7
46143;Lacapelle-Marival;7
12199;Rignac;7
55533;Vaucouleurs;7
24571;Vergt;7
36001;Aigurande;7
63038;Besse-et-Saint-Anastaise;7
12185;Pont-de-Salars;7
34245;Saint-Chinian;7
31375;Montesquieu-Volvestre;7
52197;Fayl-Billot;7
56152;Le Palais;7
30269;Saint-Jean-du-Gard;7
04173;Saint-André-les-Alpes;7
87064;Eymoutiers;7
19269;Treignac;7
32410;Samatan;7
31020;Aspet;7
43051;Le Chambon-sur-Lignon;7
65452;Trie-sur-Baïse;7
42159;Noirétable;7
65447;Tournay;7
46231;Puy-l'Évêque;7
64063;Arzacq-Arraziguet;7
19136;Meymac;7
58218;Prémery;7
38226;Mens;7
12164;Mur-de-Barrez;7
85113;L'Île-d'Yeu;7
12119;Laguiole;7
25334;Levier;7
12224;Saint-Geniez-d'Olt;7
63354;Saint-Gervais-d'Auvergne;7
39470;Les Rousses;7
19019;Beaulieu-sur-Dordogne;7
09032;Ax-les-Thermes;7
63283;Pontaumur;7
43162;Retournac;7
07204;Saint-Agrève;7
32213;Lombez;7
06163;Tende;7
43234;Saugues;7
82155;Saint-Antonin-Noble-Val;7
81003;Alban;7
32233;Marciac;7
04039;Castellane;7
65295;Luz-Saint-Sauveur;7
63236;Mont-Dore;7
43200;Saint-Julien-Chapteuil;7
19148;Neuvic;7
12094;Entraygues-sur-Truyère;7
79191;Niort;8
85191;Roche-sur-Yon (La);8
53130;Laval;8
15014;Aurillac;8
49099;Cholet;8
71270;Mâcon;8
33243;Libourne;8
74281;Thonon-les-Bains;8
51573;Tinqueux;8
43157;Puy-en-Velay (Le);8
41269;Vendôme;8
70550;Vesoul;8
39300;Lons-le-Saunier;8
14341;Ifs;8
67462;Sélestat;8
29151;Morlaix;8
07010;Annonay;8
35115;Fougères;8
85092;Fontenay-le-Comte;8
85146;Montaigu;8
38553;Villefontaine;8
69019;Belleville;8
22050;Dinan;8
22136;Loudéac;8
56083;Hennebont;8
07324;Tournon-sur-Rhône;8
23096;Guéret;8
21054;Beaune;8
85047;Challans;8
25212;École-Valentin;8
03190;Moulins;8
29103;Landerneau;8
14047;Bayeux;8
59286;Haubourdin;8
35236;Redon;8
42147;Montbrison;8
69282;Meyzieu;8
54215;Frouard;8
68112;Guebwiller;8
63300;Riom;8
67300;Molsheim;8
63178;Issoire;8
30169;Milhaud;8
44003;Ancenis;8
53201;Saint-Berthevin;8
13027;Châteaurenard;8
42186;Rive-de-Gier;8
61169;Flers;8
72264;Sablé-sur-Sarthe;8
66195;Soler (Le);8
22070;Guingamp;8
43041;Brives-Charensac;8
38416;Saint-Marcellin;8
79329;Thouars;8
86214;Saint-Benoît;8
56178;Pontivy;8
35093;Dinard;8
